id,y
1,81.37685
2,98.8695
3,80.32194
4,79.800476
5,116.77425
8,97.28043
10,111.971954
11,97.24613
12,114.311035
14,97.35754
15,114.34732
16,104.93073
17,97.7561
19,97.54658
20,104.438126
21,98.0848
22,114.8176
23,97.7561
26,96.70436
28,95.01753
29,95.14379
33,95.14379
35,95.07822
41,95.14379
42,95.04699
43,115.92447
45,103.5628
46,103.65676
51,94.60574
53,79.99123
55,111.501976
56,94.61201
57,103.892555
58,95.07822
59,103.537025
63,111.95993
64,94.77056
65,104.438126
69,95.495544
71,95.06944
72,103.714035
73,95.052124
76,103.728424
77,103.859055
78,114.86261
82,95.080765
83,104.438126
84,94.60574
85,103.84688
87,111.77474
88,95.14379
89,112.44177
91,95.04699
93,95.04335
94,103.92228
95,94.774605
96,111.32614
97,94.96064
98,111.817795
99,95.04699
101,103.875534
103,112.44177
104,94.52274
105,111.34528
110,95.11775
111,111.810524
113,111.99583
114,94.604546
115,115.90749
117,112.44177
120,94.948944
121,111.76788
122,94.96064
123,111.89522
126,111.819046
132,111.33386
135,104.20867
137,104.25909
138,94.61201
140,94.60323
142,113.29904
144,111.785805
148,94.96064
149,113.058914
155,94.60257
156,111.83105
157,94.96064
162,111.77785
163,95.052124
167,94.769
172,115.92447
179,111.96741
180,95.09235
181,111.88242
182,94.77777
183,112.44177
185,112.44177
187,111.374214
188,95.080765
189,94.61343
191,94.52274
192,112.61098
193,94.77777
194,111.94433
195,94.548836
196,112.074646
198,95.09235
199,111.82455
201,104.438126
204,94.98558
205,104.92292
206,94.596886
210,94.61201
211,103.875534
216,111.95791
219,114.35581
220,94.51005
221,111.347
226,111.88242
227,94.957726
228,111.78178
230,112.317856
231,94.96064
235,114.8176
236,94.61201
238,112.36227
242,103.90459
243,95.04699
244,80.569214
245,111.4154
247,116.24962
248,94.96286
249,95.04699
250,111.708176
251,94.61201
253,114.8176
254,94.93455
256,94.78545
257,94.96064
258,111.75703
259,95.04699
262,81.769226
266,94.534904
267,111.436745
272,103.82287
273,112.44177
275,95.495544
276,112.35857
279,95.08434
280,104.438126
283,94.96286
285,111.69728
288,112.44177
289,94.62704
290,103.971115
291,95.052124
292,111.239784
293,111.39351
296,95.79993
297,111.75998
298,114.86261
299,95.080765
304,94.47954
305,91.02275
306,94.58809
307,111.322296
311,104.67642
313,111.88242
314,94.52274
316,94.74037
324,94.73403
327,94.815125
329,94.47954
330,111.921165
337,104.168945
338,94.61201
339,104.464355
340,94.769
343,95.052124
345,114.34732
346,94.77777
347,113.951904
349,112.45476
350,94.61249
352,111.824394
353,94.530426
354,79.97213
357,94.6197
358,112.0463
362,113.12956
364,114.22873
365,103.69729
366,95.06916
367,111.921165
368,94.61201
370,79.96366
373,95.07822
377,94.52274
378,111.93108
382,103.728424
384,111.770035
390,94.763
392,111.33129
393,111.779976
395,95.073074
396,103.97333
399,79.91205
406,111.88242
408,111.88242
409,94.52274
410,81.19928
412,111.41537
413,94.92172
419,94.60884
420,112.26455
421,94.926865
430,102.05055
434,94.60574
436,95.073074
